cluster,location,property_type,bedrooms,area_sqft,contract_rent,duration_months,annualised_rent,annualised_rent_per_sqft,rental_yield_pct,contract_type,start_date,end_date,purchase_price,source_file,source_page,record_uid
Eden,"Eden, The Valley, Al Yufrah 1",Villa,4,2772.0,170000.0,12,170000.0,61.32756132756133,10.8,Renewed,2026-07-01,2027-06-30,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",11,c6a0c5ddf6bfc47a8e6b7e6f92b73a80cb6c2097
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1904.0,135000.0,12,135000.0,70.90336134453781,5.0,Renewed,2026-07-01,2027-06-30,2700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",16,fc8285285a59297d6fba32d0494232a3c5c697e2
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,120000.0,12,120000.0,64.06833956219968,4.6,New,2026-07-01,2027-06-30,2600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",22,bb6ec414f5693a25b2147663b3f7479027046ab1
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,10.1,New,2026-07-01,2027-06-30,1300000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",20,09be1874cc59cff6a3c5837470cee75e0c9102c9
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2780.0,140000.0,12,140000.0,50.35971223021583,7.6,New,2026-07-01,2027-06-30,1900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",21,2dd6c5854cc21c598caa8a5eedd31dba944cb1dd
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,9.6,New,2026-07-01,2027-06-30,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",22,ec1901394a910b01b8db221bba03cfe8d048b62a
Elora,"Elora, The Valley, Al Yufrah 1",Villa,3,1483.0,130000.0,12,130000.0,87.66014834794336,7.4,New,2026-07-01,2027-06-30,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",19,8dffb33fc57c3a6264b369f710cfc26d410fd854
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,10.6,New,2026-07-01,2027-06-30,1300000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",18,0d3baae5e04b3d092652d8f7173adf62fe824f97
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,2870.0,170000.0,12,170000.0,59.23344947735192,5.5,New,2026-07-01,2027-06-30,3100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",18,62a993e5f9844b5b8c27cff126e8afcc55270993
Elora,"Elora, The Valley, Al Yufrah 1",Villa,3,1483.0,130000.0,12,130000.0,87.66014834794336,7.8,New,2026-07-01,2027-06-30,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",18,0254a255384e922f9f84ec1ba6b87124a2381aba
Nara,"Nara, The Valley, Al Yufrah 1",Villa,4,2750.0,150000.0,12,150000.0,54.54545454545455,8.5,New,2026-07-01,2027-06-30,1800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",19,f451c60cc95aa1e337060a7ce9469e60619a6097
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,7.8,New,2026-07-01,2027-06-30,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",21,1142fb26f77c47a207a35bcf723b62427bf62e16
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1874.0,126000.0,12,126000.0,67.2358591248666,8.3,Renewed,2026-07-01,2027-06-30,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",19,d9f841b34a8bb0291c1bbd1cfd6d4ebcefc6de8f
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,137500.0,12,137500.0,73.41163908168713,9.5,Renewed,2026-07-01,2027-06-30,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",19,12038358242a68775c5767aabb757dcedb5cca5d
Elora,"Elora, The Valley, Al Yufrah 1",Villa,3,1483.0,130000.0,12,130000.0,87.66014834794336,5.5,New,2026-07-01,2027-06-30,2400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",19,320f7248340072123dbd72673db10054137cf419
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,3006.0,168000.0,12,168000.0,55.88822355289421,8.2,New,2026-07-01,2027-06-30,2100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",20,81214a748eb0bc05706486b6031fa791e99e398b
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2771.0,155000.0,12,155000.0,55.93648502345724,7.3,New,2026-07-01,2027-06-30,2100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",20,2e8b4979f738a2ae56410a8a9804c74dd726467b
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,7.6,Renewed,2026-07-01,2027-06-30,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",19,891ad802fd8712dff9190c71a4a323066fd6babf
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,120000.0,12,120000.0,64.06833956219968,10.2,Renewed,2026-06-30,2027-06-29,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",17,72e759902cf601354e775164ff01dd713a117097
Eden,"Eden, The Valley, Al Yufrah 1",Villa,4,2772.0,150000.0,12,150000.0,54.112554112554115,7.8,New,2026-06-30,2027-06-29,1900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",17,61c26f5a3e61717a8d0d93e25d2f2c8001684a17
Elora,"Elora, The Valley, Al Yufrah 1",Villa,3,1481.0,130000.0,12,130000.0,87.77852802160702,7.8,New,2026-06-30,2027-06-29,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",18,343474299d3cb3408818bc6604cb8e41033a35aa
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,115000.0,12,115000.0,61.398825413774695,4.9,New,2026-06-29,2027-06-28,2400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",20,f4312b1ef1238150e65ea4414f7964f3a002e85b
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2750.0,170000.0,12,170000.0,61.81818181818182,4.4,New,2026-06-29,2027-06-28,3900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",16,27238be7cf5786c84a624c732fc60b0830f03581
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,11.4,Renewed,2026-06-29,2027-06-28,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",16,3b25e1013dd3c7b69eadecf04eec3f9eb2aba75c
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1910.0,140000.0,12,140000.0,73.29842931937172,7.6,New,2026-06-29,2027-06-28,1900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",17,aa5e4008cc40454fe98b41c977787a6839ff7ce3
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,8.6,New,2026-06-28,2027-06-27,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",20,2ed7a55a7e68101ac065fd0b40913cdeb3bbdd04
Nara,"Nara, The Valley, Al Yufrah 1",Villa,4,2751.0,155000.0,12,155000.0,56.343147946201384,7.0,Renewed,2026-06-28,2027-06-27,2200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",20,a080b37f56fd82ff91323a4609eb4d464bb32160
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2771.0,155000.0,12,155000.0,55.93648502345724,8.2,New,2026-06-28,2027-06-27,1900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",18,afe0ba495774a07d859f38226eb70672b5b54031
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1910.0,130000.0,12,130000.0,68.06282722513089,8.0,New,2026-06-27,2027-06-26,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",22,e176b1d88de4df0472b9ae806d0bf8a12e6790d2
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,125000.0,12,125000.0,66.73785371062466,7.9,New,2026-06-26,2027-06-25,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",19,0ba4663235bacb991c620134b3d9e346b6a12bb5
Nara,"Nara, The Valley, Al Yufrah 1",Villa,4,2772.0,200000.0,12,200000.0,72.15007215007215,11.7,New,2026-06-26,2027-06-25,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",17,5977780f423cc99e42eb1094414a3e6413828091
Elora,"Elora, The Valley, Al Yufrah 1",Villa,3,1483.0,130000.0,12,130000.0,87.66014834794336,7.8,New,2026-06-25,2027-06-24,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",20,9379380ebfa24ed1ba9ce7b376d892130d5873b4
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,129150.0,12,129150.0,68.9535504538174,11.0,Renewed,2026-06-25,2027-06-24,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",18,72f2edb21d91153cac3b956f254b40901109d76f
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,9.0,New,2026-06-24,2027-06-23,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",19,87f1cc60ef87f7d2e7cf77ee50f0c551eed136ff
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2772.0,170000.0,12,170000.0,61.32756132756133,7.5,New,2026-06-24,2027-06-23,2300000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",19,149ca9cf9ddf3b1c03ed19fa481720d37af58c78
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,5.7,New,2026-06-23,2027-06-22,2300000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",20,7372d50cec7f2ed7f9ef5e6d113915d8d756240c
Eden,"Eden, The Valley, Al Yufrah 1",Villa,4,2772.0,140000.0,12,140000.0,50.505050505050505,9.3,Renewed,2026-06-20,2027-06-19,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",19,b42b33b88c21c25525a0d99b788b59633c2cb680
Elora,"Elora, The Valley, Al Yufrah 1",Villa,3,1481.0,127000.0,12,127000.0,85.75286968264686,7.2,New,2026-06-20,2027-06-19,1800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",20,cea6ea9e18d94bd84cf7fe051a9b84fbbb6d27dd
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,145000.0,12,145000.0,77.41591030432461,9.5,Renewed,2026-06-20,2027-06-19,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",10,39e28d80d27983c716123ec483701781774af155
Nara,"Nara, The Valley, Al Yufrah 1",Villa,4,2750.0,155000.0,12,155000.0,56.36363636363637,7.6,New,2026-06-19,2027-06-18,2100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",21,d30ebdc669371f8e6ad270616fa16f704f459404
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,2809.0,150000.0,12,150000.0,53.399786400854396,5.8,New,2026-06-18,2027-06-17,2600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",21,31b736fd2e0fe9c3aceee811fa3727e9018cb2e1
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,11.1,New,2026-06-17,2027-06-16,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",22,2a94ef0cf41c5e0c72dce95c4f6a03c1e2d3c0ac
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,120000.0,12,120000.0,64.06833956219968,4.6,New,2026-06-16,2027-06-15,2600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",22,732fec6224ad84748e99ef68fe83420d3bf9ce07
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,3417.0,175000.0,12,175000.0,51.21451565700907,8.4,New,2026-06-16,2027-06-15,2100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",20,526ba14a46b72e604467c6a66ecb5f21bd18bde8
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,145000.0,12,145000.0,77.41591030432461,10.4,New,2026-06-15,2027-06-14,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",20,7ed947b55085b785cfaf7bbb3b9eac6a12dde5d8
Nara,"Nara, The Valley, Al Yufrah 1",Villa,4,2761.0,155000.0,12,155000.0,56.13908004346251,8.8,New,2026-06-15,2027-06-14,1800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",21,1b91ba6cf8521c9c52248ce6cbc874ecd0ee2ce7
Eden,"Eden, The Valley, Al Yufrah 1",Villa,4,2803.0,165000.0,12,165000.0,58.86550124866215,8.6,Renewed,2026-06-15,2027-06-14,1900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",18,8c0a091f6ee237e7f3e6f7eff52764a2837f7168
Elora,"Elora, The Valley, Al Yufrah 1",Villa,3,1481.0,120000.0,12,120000.0,81.02633355840648,5.2,New,2026-06-15,2027-06-14,2300000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",23,3bdd924eba75b3114322172c62f353d71ca67575
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2772.0,160000.0,12,160000.0,57.72005772005772,8.0,New,2026-06-15,2027-06-14,2000000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",21,0c480b6b3d6db7302170a0472ebb31e6bde79ea7
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,8.1,New,2026-06-15,2027-06-14,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",21,3fc6c79396848f62cc338dd092345df2c9f85811
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2772.0,135000.0,12,135000.0,48.701298701298704,6.9,New,2026-06-15,2027-06-14,1900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",22,ee170e40fd4e8b2e2f83e73f5f0bc90067aa7431
Elora,"Elora, The Valley, Al Yufrah 1",Villa,3,1481.0,120000.0,12,120000.0,81.02633355840648,5.2,New,2026-06-15,2027-06-14,2300000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",27,e8e1d8e2f7b1e9741a9adef3b82b92e8561326bd
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,120000.0,12,120000.0,64.06833956219968,7.8,New,2026-06-15,2027-06-14,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",22,f776d0f09b56479b61d85e094db8eb3c440cba19
Elora,"Elora, The Valley, Al Yufrah 1",Villa,3,1483.0,130000.0,12,130000.0,87.66014834794336,5.5,New,2026-06-14,2027-06-13,2400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",21,492313649a15d9ebbcb372df21ebd20fed067c70
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,125000.0,13,115384.61538461539,61.604172655961236,4.5,New,2026-06-14,2027-06-23,2800000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",21,bbd14ec090231cf995730bdd088e4fa4d4acac96
Elora,"Elora, The Valley, Al Yufrah 1",Villa,3,1483.0,130000.0,12,130000.0,87.66014834794336,6.9,New,2026-06-13,2027-06-12,1900000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",21,05eb0ecdcdd8ac491dbfd9f02eea30c8a66386c5
Talia,"Talia, The Valley, Al Yufrah 1",Villa,4,2772.0,200000.0,12,200000.0,72.15007215007215,5.6,New,2026-06-12,2027-06-11,3600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",21,4531f72e53fb7e1b3d1809d76147be1241990f09
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,120000.0,12,120000.0,64.06833956219968,8.3,New,2026-06-12,2027-06-11,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",21,cdadf580ce1859a9920c2ac1564eedc332501253
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,126000.0,13,116307.69230769231,62.09700603720892,10.7,New,2026-06-10,2027-06-10,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",17,30ef6d4b53186f46c2773176cce3defb0a7eba29
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,10.4,New,2026-06-10,2027-06-09,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",22,a1341b3eb0b4d3507552f616337eb31e986aa9f4
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,8.0,New,2026-06-10,2027-06-09,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",22,164d674f32a716cc4ccfdd66d992cbe552852fd7
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,150000.0,12,150000.0,80.0854244527496,9.1,Renewed,2026-06-10,2027-06-09,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",20,744c69e5d4c56f9e246fbc02f1585bb09cb9dc91
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,120000.0,12,120000.0,64.06833956219968,10.3,Renewed,2026-06-10,2027-06-09,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",16,926d9d4539083f54fcc14cd12a8c2572caa7a2f9
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,140000.0,12,140000.0,74.74639615589963,9.6,Renewed,2026-06-10,2027-06-09,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",23,3d1729e32716ed825211e7a51f63e5f004b0df2b
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1904.0,135000.0,12,135000.0,70.90336134453781,7.8,New,2026-06-06,2027-06-05,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",27,48b609bf4b9fca99c87f5c0fa27601581400f78a
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,7.9,Renewed,2026-06-06,2027-06-05,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",22,ca5fdcba3ee99f443e399cdc676a83b02f70b399
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1904.0,135000.0,12,135000.0,70.90336134453781,7.8,New,2026-06-06,2027-06-05,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",24,070fa90b58fd0a48c3099465740b10456ac8c463
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,127000.0,12,127000.0,67.80565936999466,9.1,New,2026-06-05,2027-06-04,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",23,fc281f9190649d0a798477cc99ed22927614dcb0
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,9.0,New,2026-06-01,2027-05-31,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",23,d297e33ee5783acc08157698a60befd365bc7cdb
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,125000.0,12,125000.0,66.73785371062466,8.2,New,2026-06-01,2027-05-31,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",25,c03b58c02706d56e3a2b5f54d705d3054a4f0269
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1904.0,125000.0,12,125000.0,65.65126050420169,4.9,New,2026-06-01,2027-05-31,2600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",27,ebb489d75a8d9449d19ff9ec8309bd0a3015f632
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,75000.0,6,150000.0,80.0854244527496,5.0,New,2026-06-01,2026-11-30,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",23,1b0516b539954a42303458ee0c60093c6619f359
Elora,"Elora, The Valley, Al Yufrah 1",Villa,3,1483.0,130000.0,13,120000.0,80.91706001348618,7.4,New,2026-06-01,2027-06-01,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",24,7558b6dd224393e3535c996add6adeafd87247e7
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,150000.0,12,150000.0,80.0854244527496,9.9,New,2026-06-01,2027-05-31,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",10,7ef5cb87cb86ae83f768b66ed59abad321282163
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,2870.0,150000.0,12,150000.0,52.26480836236934,4.9,New,2026-06-01,2027-05-31,3100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",23,c265a397ed694bfb607b1063b0f9a134d74310f1
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,3012.0,165000.0,12,165000.0,54.78087649402391,7.9,New,2026-06-01,2027-05-31,2100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",23,707804f57b2a82817e504d1f14c3071c77643770
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1904.0,125000.0,12,125000.0,65.65126050420169,4.9,New,2026-06-01,2027-05-31,2600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",23,23ea3d4718f1f11234d8901adcc0f7d1fdd5a928
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,11.1,New,2026-06-01,2027-05-31,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",29,921b687914fd2f1a2a70e8b35c88643944fe0060
Talia,"Talia, The Valley, Al Yufrah 1",Villa,3,1873.0,160000.0,12,160000.0,85.42445274959957,10.0,New,2026-06-01,2027-05-31,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",23,c8a8c53fc2d86763513e67471358d51c5ce86c34
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,11.1,Renewed,2026-06-01,2027-05-31,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",24,34ec472c259395b9a6452860a16ed313d5c33a27
Elora,"Elora, The Valley, Al Yufrah 1",Villa,4,2487.0,185000.0,12,185000.0,74.38681141938078,8.2,New,2026-06-01,2027-05-31,2200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",29,877b9dec24073f00d4739789113831516e91ddc4
Eden,"Eden, The Valley, Al Yufrah 1",Villa,4,2767.0,165000.0,12,165000.0,59.63136971449223,10.5,New,2026-06-01,2027-05-31,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",28,a55827502088c61dfab00a20e4ba616d6207168d
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,11.1,Renewed,2026-06-01,2027-05-31,1200000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",28,3b7c2a4e353ecfff4a203e99954a7831018bb1e9
Elora,"Elora, The Valley, Al Yufrah 1",Villa,3,1483.0,130000.0,13,120000.0,80.91706001348618,7.4,New,2026-06-01,2027-06-01,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",27,a3fe49a7a90d3b40da87fd4b14899d9b63eaa05a
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,125000.0,12,125000.0,66.73785371062466,8.2,New,2026-06-01,2027-05-31,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",28,ae5902ffae64670e53a094a0633870c8506cc9f6
Elora,"Elora, The Valley, Al Yufrah 1",Villa,3,1483.0,128000.0,12,128000.0,86.31153068105192,7.3,New,2026-06-01,2027-05-31,1700000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",29,5f7250a1cadc429ab2b03ca4a83ed5d29443d695
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,115000.0,12,115000.0,61.398825413774695,5.6,New,2026-06-01,2027-05-31,2100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",25,f35789b2233c491b47aaf96ea7c11b9e729fc51b
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,3012.0,165000.0,12,165000.0,54.78087649402391,7.9,New,2026-06-01,2027-05-31,2100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",27,9ddd34d4dafe074f73a9046b42e4331463e2f5ce
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,2870.0,150000.0,12,150000.0,52.26480836236934,4.9,New,2026-06-01,2027-05-31,3100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",27,83629d7f090e8014b9029db535ab03d825b12b5a
Eden,"Eden, The Valley, Al Yufrah 1",Villa,4,2767.0,165000.0,12,165000.0,59.63136971449223,10.5,New,2026-06-01,2027-05-31,1600000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",25,8a64295cae16d1f1220b1e3c0e7bd30a4a9a91f7
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,135000.0,12,135000.0,72.07688200747464,9.6,Renewed,2026-06-01,2027-05-31,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",30,f24fa71bfc4e5e92020dd70c89cae02d33948c3c
Nara,"Nara, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,9.0,New,2026-06-01,2027-05-31,1400000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",27,dc1713481fe134af313755159f1e9d0bea7cd26e
Eden,"Eden, The Valley, Al Yufrah 1",Villa,3,1873.0,150000.0,12,150000.0,80.0854244527496,10.0,New,2026-06-01,2027-05-31,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",18,78c95c63e7ac275b899384cb06add516fef1cad0
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,115000.0,12,115000.0,61.398825413774695,5.6,New,2026-06-01,2027-05-31,2100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",28,0e54c3c18040f02c38f7cd777981e9ffb42ec410
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,125000.0,12,125000.0,66.73785371062466,8.1,New,2026-05-31,2027-05-30,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",23,79fabb9432ccb3473c7b8bb6b01d7d5e0f891474
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,6.7,New,2026-05-31,2027-05-30,2000000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",28,0fe20e804645f2ed4d1dae206e00652c520430f1
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,130000.0,12,130000.0,69.40736785904966,6.7,New,2026-05-31,2027-05-30,2000000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",24,f4e039f1015847b3af4254c81b67dffbc4d18a96
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1873.0,125000.0,12,125000.0,66.73785371062466,8.1,New,2026-05-31,2027-05-30,1500000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",27,effcfe19fedcde81a71cb8d4608a304c602d20ea
Orania,"Orania, The Valley, Al Yufrah 1",Villa,3,1904.0,135000.0,12,135000.0,70.90336134453781,6.4,New,2026-05-30,2027-05-29,2100000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",28,b901045489b33df389f97e0561cd734b3114f857
Orania,"Orania, The Valley, Al Yufrah 1",Villa,4,2800.0,175000.0,12,175000.0,62.5,8.5,New,2026-05-28,2027-05-27,2000000.0,"The Valley (All Phases), Al Yufrah 1-4.pdf",24,83bcaea4e1f7a81c6fe5de2ee463cc3c603b0af4
